Timestamp,Distance(cm)
09:34:46,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:47,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:48,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:34:49,18.23
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:56,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:57,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:58,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:35:59,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:00,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:01,8.85
09:36:02,8.85
09:36:02,8.85
09:36:02,8.85
09:36:02,8.85
09:36:02,8.85
09:36:02,19.17
09:36:02,19.17
09:36:02,19.17
09:36:02,19.17
09:36:02,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.17
09:36:03,19.26
09:36:03,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:04,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:05,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.26
09:36:06,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:07,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:08,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:09,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:36:10,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:38,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:39,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:40,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:41,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:42,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:43,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:44,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:45,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:46,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:47,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:48,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:49,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:50,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:51,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:52,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:53,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:54,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:55,19.74
09:39:56,19.74
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:56,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:57,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:58,20.32
09:39:59,20.32
09:39:59,20.32
09:39:59,20.32
09:39:59,20.32
09:39:59,20.32
09:39:59,20.12
09:39:59,20.12
09:39:59,20.12
09:39:59,20.12
09:39:59,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:00,20.12
09:40:01,170.39
09:40:01,170.39
09:40:01,170.39
09:40:01,170.39
09:40:01,170.39
09:40:01,170.39
09:40:01,168.04
09:40:01,168.04
09:40:01,168.04
09:40:01,168.04
09:40:02,168.04
09:40:02,168.04
09:40:02,168.04
09:40:02,170.78
09:40:02,170.78
09:40:02,170.78
09:40:02,170.78
09:40:02,170.78
09:40:02,170.78
09:40:02,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:03,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:04,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:05,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:58,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:40:59,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:00,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:01,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,170.78
09:41:02,22.84
09:41:02,22.84
09:41:02,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:03,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:04,22.84
09:41:05,22.84
09:41:05,22.84
09:41:05,22.84
09:41:05,168.5
09:41:05,168.5
09:41:05,168.5
09:41:05,168.5
09:41:05,168.5
09:41:05,168.5
09:41:05,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,168.5
09:41:06,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,246.74
09:41:07,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:08,196.3
09:41:09,196.3
09:41:09,196.3
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:09,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:10,198.85
09:41:11,198.85
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:11,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:12,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,422.13
09:41:13,3.55
09:41:13,3.55
09:41:13,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:14,3.55
09:41:15,3.55
09:41:15,3.55
09:41:15,3.55
09:41:15,3.34
09:41:15,3.34
09:41:15,3.34
09:41:15,3.34
09:41:15,3.34
09:41:15,3.34
09:41:15,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:16,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:17,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:18,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:19,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:20,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:21,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:22,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:23,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:24,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:25,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:26,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:27,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:28,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:29,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:30,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:31,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:32,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:33,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:34,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:35,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:36,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:37,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:38,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:39,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:40,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:41,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:42,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:43,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:44,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:45,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:46,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:47,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:48,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:49,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:50,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:51,3.34
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:52,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:53,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:54,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:55,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:56,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:57,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:58,220.03
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:41:59,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:00,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:01,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:02,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:03,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:04,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:05,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:06,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:07,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:08,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:09,11.56
09:42:10,11.56
